PID,t1,t1ans,t2,t2ans,t3,t3ans,t4,t4ans,t5,t5ans,t6,t6ans,t7,t7ans,t8,t8ans,t9,t9ans,t10,t10ans,t11,t11ans,t12,t12ans,t13,t13ans,t14,t14ans,t15,t15ans,t16,t16ans,t17,t17ans,t18,t18ans,t19,t19ans,t20,t20ans,t21,t21ans,t22,t22ans,t23,t23ans,t24,t24ans,t25,t25ans,t26,t26ans,t27,t27ans,t28,t28ans,t29,t29ans,t30,t30ans,t31,t31ans,t32,t32ans,t33,t33ans,t34,t34ans,t35,t36ans,t36,t36ans,t37,t37ans,t38,t38ans,t39,t39ans,t40,t40ans,t41,t41ans,checkadmit,A_mentaldemand,A_boredom,B_mentaldemand,B_boredom,checkcolor,nfc_2,nfc_6,nfc_10,nfc_11,nfc_13,nfc_14,nfc_15,nfc_18,nfc_1,nfc_3,nfc_4,nfc_5,nfc_7,nfc_9,nfc_8,nfc_12,nfc_16,nfc_17,Bps_1,Bps_2,Bps_3,Bps_4,Bps_5,Bps_6,Bps_7,Bps_8,me_1,me_3,me_4,me_5,me_6,me_9,me_11,me_12,me_14,me_15,me_16,me_2,me_7,me_8,me_10,me_13,me_17,me_18
127,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,No,0,7,7,0.97,Blue,1,3,3,2,4,4,2,3,2,2,4,4,1,2,1,3,1,2,6,5,6,4,5,5,2,1,3,4,4,3,4,4,3,4,3,4,4,2,3,5,3,1,5,3
128,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,incorrect,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,No,0,0.82,5.01,0,Blue,4,1,4,5,4,5,2,4,4,4,4,5,2,2,5,4,3,2,6,6,4,5,4,6,5,2,4,5,3,4,5,5,5,5,5,5,4,2,3,5,3,3,3,3
129,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK B,incorrect,DECK B,correct,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK B,correct,DECK B,correct,DECK B,correct,DECK A, ,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK A, ,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK B,correct,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,No,0,7,3.03,0.76,Blue,5,5,5,4,4,4,5,3,4,5,4,3,2,2,5,5,1,4,5,7,2,4,3,6,2,3,5,5,4,4,4,5,4,4,3,3,1,3,3,3,5,5,2,3
130,DECK A, ,DECK A, ,DECK B,incorrect,DECK A, ,DECK A, ,DECK B,incorrect,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK B,incorrect,DECK A, ,DECK A, ,DECK A, ,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK B,correct,No,0,7,2.08,1.13,Blue,4,3,4,5,4,4,4,4,3,4,4,4,2,1,4,4,3,4,5,5,7,7,5,5,6,6,4,4,4,5,5,4,4,5,4,4,4,2,3,3,1,1,5,3
131,DECK A, ,DECK B,incorrect,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK B,blank,DECK A, ,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,No,1.92,0.75,3.95,0.09,Blue,2,3,3,2,3,2,2,4,3,2,2,3,3,2,2,4,1,2,5,5,5,4,7,5,2,5,3,4,3,3,3,4,3,3,3,3,3,3,2,2,5,3,3,3
132,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK B,incorrect,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK B,incorrect,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK B,correct,DECK A, ,DECK B,incorrect,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK A, ,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK A, ,Yes,0.39,7,2.03,3.54,Blue,3,3,3,4,3,3,3,3,3,2,3,4,3,4,2,2,2,3,6,5,4,4,5,5,4,5,3,3,3, ,3,4,4,3,4,3,4,3,3, ,2,3,3,3
133,DECK A, ,DECK A, ,DECK B,incorrect,DECK A, ,DECK A, ,DECK B,incorrect,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,No,0.97,4.9,4.06,0,Blue,4,3,3,5,3,4,3,3,3,4,4,4,4,2,2,5,3,4,3,3,5,4,2,1,1,1,4,4,3,5,5,4,4,3,4,4,5,3,5,5,3,5,3,5
134,DECK B,correct,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK B,incorrect,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK B,incorrect,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,No,2.92,0.05,2.02,0.05,Blue,2,3,4,4,2,3,2,3,2,4,3,4,2,2,2,4,3,3,1,1,1,3,1,1,1,3,4,4,4,4,4,5,4,4,4,4,4,5,3,5,3,3,3,5
135,DECK A, ,DECK B,incorrect,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,No,0.05,3.56,1.89,2.52,Blue,4,2,4,4,2,4,4,4,2,4,4,5,2,4,2,4,1,4,2,2,2,3,3,3,5,1,3,5,4,4,4,4,3,4,5,3,3,2,3,3,2,3,3,3
136,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,correct,DECK B,incorrect,DECK A, ,DECK B,incorrect,DECK B,correct,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK B,incorrect,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,No,2.03,4.99,5.08,1.03,Blue,2,4,3,4,3,4,3,4,3,3,2,2,2,2,2,4,2,4,6,5,6,5,5,6,5,4,4,4,4,5,4,3,4,4,4,4,3,2,2,3,1,2,3,3
137,DECK A, ,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,No,0.2,0.32,4.63,0.11,Blue,4,4,5,4,4,5,5,2,5,5,5,3,5,5,3,5,3,5,3,4,2,3,1,1,3,1,3,3,3,4,4,5,5,3,5,5,5,5,5,5,5,3,3,5
138,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,blank,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK B,incorrect,No,0.19,3.35,1.95,0.15,Blue,4,3,5,5,4,4,2,3,4,4,5,4,4,2,4,4,2,4,6,5,5,5,6,6,6,7,4,5,3,4,3,4,3,4,4,3,3,3,3,3,3,5,2,3
139,DECK A, ,DECK A, ,DECK A, ,DECK B,incorrect,DECK B,correct,DECK A, ,DECK B,correct,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK B,incorrect,DECK B,correct,DECK A, ,DECK A, ,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,No,1.95,2.96,7,0,Blue,4,2,4,5,2,4,3,5,5,2,3,2,2,1,3,5,1,5,2,5,4,3,5,6,2,6,4,4,3,1,3,5,3,3,4,3,4,1,2,5,5,1,1,3
140,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,No,0,7,2.92,3.34,Blue,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,6,6,5,1,1,3,1,1,1,1,1,1,1,1,4,5,5,5,5,1,1,1
141,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,incorrect,DECK B,correct,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,No,0.47,5.59,4.03,2.21,Blue,4,4,4,5,4,4,4,4,5,5,5,5,5,4,2,5,1,4,5,3,5,3,5,3,2,4,5,4,4,5,5,5,4,4,3,3,4,3,3,3,3,3,3,3
142,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,incorrect,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,No,2.06,3.91,5.27,3.93,Blue,3,2,3,2,2,4,3,3,1,4,2,2,2,2,2,2,2,3,6,1,4,2,4,2,3,5,4,4,5,3,3,4,3,3,3,3,3,3,3,3,2,2,1,3
143,DECK A, ,DECK B,correct,DECK A, ,DECK B,incorrect,DECK B,correct,DECK A, ,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK A, ,DECK B,incorrect,DECK B,incorrect,DECK B,correct,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK A, ,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK A, ,DECK A, ,DECK A, ,DECK B,incorrect,DECK B,incorrect,No,0,7,4.06,0,Blue,4,4,5,3,2,4,3,5,2,4,4,3,1,2,4,4,3,2,5,6,7,2,6,2,4,5,3,4,3,4,3,4,3,3,3,3,1,3,3,5,2,2,3,3
144,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,incorrect,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,Yes,1.94,7,1.04,2.77,Green,2,3,2,3,3,4,2,4,2,3,2,2,3,1,3,2,1,2,6,5,7,4,5,5,2,1,3,4,3,4,4,3,4,5,3,3,3,5,3,5,3,3,5,1
145,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,No,0,7,7,0.98,Blue,3,4,5,5,4,5,3,4,1,5,5,2,4,2,4,5,3,5,2,1,5,2,2,3,3,1,5,4,5,5,4,4,4,5,4,4,4,3,5,5,5,3,5,5
146,DECK B,incorrect,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK B,incorrect,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK B,incorrect,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,incorrect,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK B,incorrect,DECK A, ,No,1.5,3.51,1.88,3.27,Blue,1,1,2,1,1,3,1,2,1,2,1,2,1,1,3,1,3,3,7,5,2,6,7,7,6,7,3,3,1,1,3,3,1,3,1,3,3,3,2,2,3,2,1,2
147,DECK B,blank,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,blank,DECK B,blank,DECK A, ,DECK B,blank,DECK A, ,DECK B,blank,DECK A, ,DECK A, ,DECK A, ,DECK B,blank,DECK B,blank,DECK A, ,DECK A, ,DECK A, ,DECK B,blank,DECK B,blank,DECK B,blank,DECK B,incorrect2,DECK B,correct,DECK B,blank,DECK A, ,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK A, ,DECK B,correct,No,6.05,5.22,7,0.13,Green,4,3,3,5,5,3,4,3,4,5,5,4,3,4,4,5,1,5,1,3,2,2,5,4,3,2,5,3,3,4,4,4,4,3,4,3,3,3,3,5,2,5,3,3
148,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK B,incorrect,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,incorrect,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,No,3.02,1.93,5.02,0.24,Blue,3,2,3,4,4,3,3,3,2,3,4,3,2,2,3,3,2,2,3,3,3,3,3,3,1,2,4,4,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3
149,DECK B,correct,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK B,incorrect,DECK A, ,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK B,incorrect,No,0,5.54,2.47,2.1,Blue,3,4,4,4,3,5,3,5,4,4,3,3,3,3,3,4,2,3,5,3,5,4,4,1,5,4,5,4,4,5,3,4,4,3,4,3,4,3,3,3,3,3,3,3
150,DECK A, ,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK B,incorrect,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,No,0.14,7,2.01,0.32,Blue,3,3,3,5,4,3,3,2,4,2,4,3,2,2,2,4,2,3,6,7,5,2,7,6,7,4,4,4,3,3,4,4,3,4,3,3,4,3,3,3,3,3,2,3
151,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,incorrect,DECK B,incorrect,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,incorrect,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,incorrect,DECK B,incorrect,DECK B,correct,DECK B,incorrect,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,No,1.03,7,3,1.98,Blue,3,4,3,4,4,4,4,4,3,4,2,2,3,2,4,4,3,3,4,2,6,5,5,4,3,4,4,5,5,4,4,4,4,4,4,4,4,3,2,5,3,3,3,3
152,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,incorrect,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK A, ,Yes,0,7,1.07,1.85,Green,4,4,2,4,3,4,3,4,4,4,2,3,2,2,3,5,4,4,4,4,4,5,4,4,5,4,4,4, ,4, ,3,4,3, ,4,3,2,3,3, ,3,3,3
153,DECK A, ,DECK A, ,DECK B,incorrect,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK B,incorrect,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,No,0.77,7,3.03,0.97,Blue,5,4,4,5,2,4,4,4,4,4,3,4,4,4,3,4,4,5,2,2,2,2,2,2,3,3,3,5,4,5,4,4,3,4,4,4,4,3,3,3,3,3,3,3
154,DECK B,correct,DECK A, ,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK B,incorrect,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK A, ,No,5.11,3.84,6.99,2.07,Blue,4,4,5,5,4,4,4,5,4,4,5,5,4,5,5,5,2,4,5,1,4,7,5,5,3,3,5,3,4,3,4,5,5,5,5,5,4,5,3,5,3,5,3,5
155,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,DECK A, ,No,0.6,3.63,1.02,1,Blue,3,3,4,4,3,4,3,3,3,4,3,3,2,2,2,2,3,2,3,2,2,4,3,4,2,2,3,4,3,3,4,3,4,3,4,4,3,5,3,3,3,2,3,2
156,DECK A, ,DECK B,correct,DECK A, ,DECK A, ,DECK B,correct,DECK B,correct,DECK B,correct,DECK A, ,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK A, ,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK A, ,DECK B,correct,DECK B,2051,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK B,incorrect,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,incorrect,DECK A, ,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,DECK B,correct,No,0,7,5.02,3.83,Blue,4,4,3,4,3,4,4,4,3,4,4,2,4,2,4,5,2,4,2,3,5,4,2,5,2,3,4,3,3,4,4,4,4,4,5,4,4,2,5,3,2,2,2,3
157,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,correct,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,correct,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,correct,DECK B,correct,DECK A, ,DECK B,correct,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,correct,DECK A, ,DECK B,incorrect,DECK A, ,DECK B,correct,No,5,6.55,0.99,0,Blue,1,4,4,5,4,5,4,2,3,5,5,5,5,3,5,5,5,5,2,5,1,7,6,2,7,3,4,5,5,4,4,4,4,5,4,5,4,2,1,1,3,5,3,3
